frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m
4445,152.539,2.611,2.615,bbox,49.497,42.905,60.124,39.781,2.3785,5.6521
4446,152.574,2.044,2.611,pose,49.497,42.905,60.167,39.781,2.3874,5.6441
4447,152.608,2.6,2.6,bbox,49.497,42.905,60.167,39.781,2.4013,5.6414
4448,152.642,2.601,2.601,bbox,49.497,42.905,60.167,39.781,2.4,5.6365
4449,152.677,2.034,2.6,pose,49.497,42.905,60.167,39.781,2.38,5.6427
4450,152.711,2.625,2.6,bbox,49.497,42.905,60.167,39.781,2.3703,5.6642
4451,152.745,2.603,2.601,bbox,49.497,42.905,60.167,39.781,2.3756,5.6779
4452,152.78,2.001,2.601,pose,49.497,42.905,60.167,39.781,2.3916,5.6929
4453,152.814,2.565,2.565,bbox,49.497,42.905,60.167,39.781,2.3977,5.7114
4454,152.848,2.582,2.582,bbox,49.531,42.905,60.167,39.815,2.4001,5.7439
4455,152.883,2.048,2.565,pose,49.531,42.905,60.167,39.815,2.41,5.8017
4456,152.917,2.664,2.565,bbox,49.531,42.905,60.167,39.866,2.4259,5.8499
4457,152.951,2.691,2.582,bbox,49.531,42.905,60.167,39.924,2.4325,5.8519
4458,152.986,2.147,2.582,pose,49.561,42.905,60.167,39.972,2.4219,5.8711
4459,153.02,2.786,2.664,bbox,49.561,42.905,60.167,39.972,2.4277,5.885
4460,153.054,2.78,2.691,bbox,49.561,42.905,60.167,39.972,2.4349,5.8856
4461,153.089,2.147,2.691,pose,49.561,42.905,60.167,40.005,2.4277,5.8832
4462,153.123,2.741,2.741,bbox,49.561,42.905,60.167,40.005,2.4584,5.8823
4463,153.157,2.682,2.741,bbox,49.561,42.905,60.167,40.005,2.5006,5.8725
4464,153.191,2.056,2.682,pose,49.598,42.905,60.167,40.005,2.5263,5.8669
4465,153.226,2.554,2.554,bbox,49.64,42.905,60.167,40.005,2.5522,5.8179
4466,153.26,2.496,2.554,bbox,49.64,42.905,60.167,40.005,2.5816,5.7854
4467,153.294,1.992,2.496,pose,49.692,42.905,60.232,40.005,2.6062,5.7601
4468,153.329,2.435,2.435,bbox,49.692,42.905,60.265,40.005,2.6073,5.7107
4469,153.363,2.424,2.435,bbox,49.744,42.905,60.265,40.005,2.6046,5.6896
4470,153.397,2.024,2.424,pose,49.744,42.905,60.339,40.005,2.6006,5.6805
4471,153.432,2.43,2.424,bbox,49.744,42.905,60.339,40.005,2.5959,5.679
4472,153.466,2.452,2.43,bbox,49.744,42.905,60.339,40.005,2.5954,5.7122
4473,153.5,1.993,2.424,pose,49.744,42.905,60.339,40.005,2.5977,5.7566
4474,153.535,2.502,2.43,bbox,49.744,42.905,60.339,40.005,2.5811,5.7855
4475,153.569,2.543,2.452,bbox,49.744,42.905,60.339,40.051,2.5728,5.8095
4476,153.603,2.061,2.452,pose,49.744,42.905,60.339,40.051,2.5523,5.8395
4477,153.638,2.656,2.502,bbox,49.744,42.937,60.339,40.104,2.5371,5.8836
4478,153.672,2.714,2.543,bbox,49.744,42.937,60.339,40.104,2.5227,5.9112
4479,153.706,2.165,2.543,pose,49.744,42.973,60.339,40.178,2.5041,5.9235
4480,153.741,2.804,2.656,bbox,49.744,42.973,60.339,40.178,2.4857,5.9273
4481,153.775,2.835,2.714,bbox,49.744,43.006,60.339,40.218,2.4622,5.9253
4482,153.809,2.209,2.714,pose,49.744,43.006,60.339,40.218,2.4128,5.9053
4483,153.844,2.853,2.804,bbox,49.744,43.048,60.339,40.218,2.387,5.8935
4484,153.878,2.826,2.826,bbox,49.744,43.097,60.339,40.218,2.3762,5.8847
4485,153.912,2.207,2.826,pose,49.744,43.097,60.339,40.218,2.3828,5.8811
4486,153.946,2.759,2.759,bbox,49.744,43.097,60.378,40.218,2.3729,5.857
4487,153.981,2.736,2.759,bbox,49.744,43.134,60.378,40.218,2.36,5.8352
4488,154.015,2.149,2.736,pose,49.744,43.134,60.378,40.218,2.3502,5.8117
4489,154.049,2.676,2.676,bbox,49.744,43.134,60.428,40.218,2.3448,5.7766
4490,154.084,2.682,2.682,bbox,49.744,43.134,60.428,40.218,2.3541,5.7616
4491,154.118,2.118,2.676,pose,49.744,43.134,60.486,40.218,2.3612,5.7454
4492,154.152,2.633,2.633,bbox,49.744,43.134,60.486,40.218,2.3698,5.7136
4493,154.187,2.633,2.633,bbox,49.744,43.134,60.517,40.218,2.3839,5.6871
4494,154.221,2.021,2.633,pose,49.744,43.134,60.549,40.218,2.3946,5.6548
4495,154.255,2.633,2.633,bbox,49.744,43.134,60.549,40.218,2.4108,5.6186
4496,154.29,2.64,2.633,bbox,49.744,43.134,60.608,40.218,2.4223,5.5984
4497,154.324,1.849,2.633,pose,49.779,43.134,60.644,40.218,2.444,5.5569
4498,154.358,2.583,2.583,bbox,49.779,43.134,60.644,40.218,2.4627,5.5241
4499,154.393,2.557,2.583,bbox,49.812,43.134,60.706,40.218,2.4604,5.4578
4500,154.427,1.545,2.557,pose,49.812,43.134,60.739,40.218,2.4912,5.3971
4501,154.461,2.42,2.42,bbox,49.812,43.134,60.805,40.218,2.4927,5.3486
4502,154.496,2.352,2.42,bbox,49.859,43.134,60.866,40.218,2.5318,5.293
4503,154.53,1.48,2.352,pose,49.859,43.134,60.914,40.218,2.6002,5.2378
4504,154.564,2.094,2.094,bbox,49.9,43.134,60.97,40.218,2.6595,5.1131
4505,154.598,2.001,2.094,bbox,49.968,43.134,61.025,40.218,2.7033,5.0279
4506,154.633,1.454,2.001,pose,50.027,43.134,61.15,40.218,2.7569,4.9534
4507,154.667,1.794,1.794,bbox,50.071,43.134,61.235,40.218,2.7944,4.9087
4508,154.701,1.795,1.795,bbox,50.109,43.134,61.309,40.218,2.7412,4.8684
4509,154.736,1.406,1.794,pose,50.109,43.134,61.354,40.218,3.0458,4.8546
4510,154.77,1.359,1.454,bbox,50.162,43.134,61.394,40.218,3.1928,4.8562
4511,154.804,1.272,1.406,bbox,50.312,43.134,61.394,40.218,3.2878,4.8397
4512,154.839,1.21,1.359,pose,50.459,43.134,61.394,40.218,3.3338,4.8454
4513,154.873,1.186,1.272,bbox,50.554,43.134,61.394,40.218,3.3551,4.8444
4514,154.907,1.15,1.21,bbox,50.6,43.134,61.394,40.218,3.3627,4.8546
4515,154.942,0.848,1.186,pose,50.6,43.134,61.394,40.218,3.3631,4.8892
4516,154.976,1.185,1.185,bbox,50.6,43.134,61.394,40.218,3.3708,4.919
4517,155.01,1.239,1.185,bbox,50.6,43.134,61.394,40.218,3.3695,4.9831
4518,155.045,0.841,1.15,pose,50.636,43.134,61.394,40.269,3.4006,5.0449
4519,155.079,1.313,1.185,bbox,50.636,43.134,61.394,40.333,3.4147,5.0783
4520,155.113,1.336,1.239,bbox,50.667,43.134,61.394,40.395,3.4252,5.1123
4521,155.148,0.857,1.239,pose,50.667,43.134,61.394,40.428,3.427,5.1203
4522,155.182,1.343,1.313,bbox,50.667,43.134,61.394,40.462,3.4337,5.144
4523,155.216,1.339,1.336,bbox,50.667,43.134,61.394,40.462,3.4325,5.1503
4524,155.251,0.907,1.336,pose,50.667,43.134,61.394,40.462,3.4295,5.099
4525,155.285,1.268,1.268,bbox,50.699,43.134,61.394,40.462,3.4399,5.088
4526,155.319,1.275,1.275,bbox,50.699,43.134,61.394,40.462,3.4621,5.1265
4527,155.353,1.033,1.268,pose,50.699,43.134,61.394,40.462,3.47,5.1649
4528,155.388,1.3,1.268,bbox,50.699,43.134,61.394,40.462,3.4817,5.2071
4529,155.422,1.333,1.275,bbox,50.737,43.134,61.394,40.515,3.48,5.2524
4530,155.456,1.386,1.3,pose,50.737,43.134,61.394,40.557,3.482,5.2818
4531,155.491,1.327,1.327,bbox,50.737,43.134,61.394,40.602,3.4826,5.26
4532,155.525,1.307,1.327,bbox,50.737,43.134,61.394,40.602,3.488,5.2361
4533,155.559,1.287,1.327,pose,50.737,43.134,61.394,40.602,3.4798,5.2006
4534,155.594,1.274,1.307,bbox,50.737,43.134,61.394,40.602,3.4338,5.1478
4535,155.628,1.269,1.287,bbox,50.737,43.134,61.446,40.602,3.3925,5.1054
4536,155.662,1.356,1.287,pose,50.737,43.17,61.499,40.602,3.3779,5.0804
4537,155.697,1.278,1.278,bbox,50.737,43.211,61.541,40.602,3.3462,5.0589
4538,155.731,1.293,1.278,bbox,50.737,43.211,61.541,40.602,3.3336,5.0695
4539,155.765,1.313,1.293,pose,50.737,43.258,61.541,40.602,3.3228,5.0831
4540,155.8,1.336,1.313,bbox,50.737,43.258,61.541,40.602,3.2989,5.1023
4541,155.834,1.375,1.313,bbox,50.737,43.258,61.541,40.602,3.2881,5.1424
4542,155.868,1.361,1.336,pose,50.737,43.305,61.541,40.602,3.2922,5.1899
4543,155.903,1.43,1.361,bbox,50.737,43.305,61.541,40.639,3.3039,5.2359
4544,155.937,1.462,1.375,bbox,50.737,43.305,61.541,40.687,3.3116,5.2781
4545,155.971,,,,50.737,43.305,61.541,40.687,,
4546,156.005,,,,50.737,43.305,61.541,40.687,,
4547,156.04,,,,50.737,43.305,61.541,40.687,,
4548,156.074,3.897,1.43,pose,50.737,43.305,61.541,40.733,1.3714,7.828
4549,156.108,4.036,1.462,bbox,50.737,43.305,61.541,40.775,1.3735,7.7943
4550,156.143,4.022,3.897,bbox,50.737,43.462,61.541,40.925,1.3547,7.7564
4551,156.177,3.79,3.897,pose,50.737,43.462,61.541,40.925,1.3243,7.737
4552,156.211,3.98,3.98,bbox,50.737,43.462,61.541,40.925,1.2855,7.6908
4553,156.246,3.998,3.998,bbox,50.737,43.511,61.541,40.925,1.2445,7.6899
4554,156.28,3.751,3.98,pose,50.737,43.55,61.607,40.925,1.2069,7.6553
4555,156.314,4.037,3.98,bbox,50.737,43.59,61.607,40.925,1.1623,7.6253
4556,156.349,4.071,3.998,bbox,50.737,43.628,61.642,40.925,1.1451,7.6216
4557,156.383,3.783,3.998,pose,50.737,43.673,61.642,40.925,1.1309,7.6354
4558,156.417,4.053,4.037,bbox,50.737,43.673,61.642,40.925,1.1028,7.6358
4559,156.452,4.058,4.053,bbox,50.737,43.704,61.642,40.925,1.0922,7.6437
4560,156.486,3.763,4.053,pose,50.737,43.704,61.642,40.925,1.1298,7.6526
4561,156.52,4.034,4.034,bbox,50.737,43.704,61.642,40.925,1.1534,7.6635
4562,156.555,4.024,4.034,bbox,50.737,43.704,61.642,40.925,1.1925,7.6853
4563,156.589,3.722,4.024,pose,50.737,43.704,61.642,40.925,1.2388,7.6913
4564,156.623,3.97,3.97,bbox,50.798,43.704,61.642,40.925,1.2889,7.6728
4565,156.658,3.912,3.97,bbox,50.844,43.704,61.642,40.925,1.3381,7.6027
4566,156.692,3.655,3.912,pose,50.895,43.704,61.642,40.925,1.3535,7.5424
4567,156.726,3.834,3.834,bbox,50.944,43.704,61.695,40.925,1.3582,7.4908
4568,156.76,3.797,3.834,bbox,50.944,43.704,61.755,40.925,1.3726,7.4378
4569,156.795,3.503,3.797,pose,50.944,43.704,61.807,40.925,1.3934,7.4102
4570,156.829,3.788,3.788,bbox,50.978,43.704,61.86,40.925,1.4114,7.3914
4571,156.863,3.784,3.788,bbox,50.978,43.704,61.86,40.925,1.4293,7.3623
4572,156.898,3.34,3.784,pose,51.017,43.704,61.906,40.925,1.4326,7.3282
4573,156.932,3.764,3.764,bbox,51.017,43.704,61.906,40.925,1.4428,7.3019
4574,156.966,3.766,3.766,bbox,51.017,43.704,61.969,40.925,1.465,7.2945
4575,157.001,3.241,3.764,pose,51.048,43.704,61.969,40.925,1.4836,7.3063
4576,157.035,3.779,3.764,bbox,51.048,43.704,61.969,40.925,1.5461,7.3183
4577,157.069,3.739,3.764,bbox,51.089,43.704,61.969,40.925,1.5885,7.2779
4578,157.104,3.151,3.739,pose,51.152,43.704,62.003,40.925,1.6205,7.276
4579,157.138,3.651,3.651,bbox,51.194,43.704,62.003,40.925,1.6486,7.2808
4580,157.172,3.58,3.651,bbox,51.226,43.704,62.003,40.925,1.7024,7.2343
4581,157.207,3.085,3.58,pose,51.226,43.704,62.003,40.925,1.7153,7.1565
4582,157.241,3.452,3.452,bbox,51.308,43.704,62.063,40.925,1.732,7.0674
4583,157.275,3.392,3.452,bbox,51.308,43.704,62.141,40.925,1.7242,7.004
4584,157.31,3.021,3.392,pose,51.308,43.704,62.23,40.925,1.7298,6.882
4585,157.344,3.169,3.169,bbox,51.308,43.704,62.294,40.925,1.7463,6.7496
4586,157.378,3.179,3.179,bbox,51.308,43.704,62.416,40.925,1.789,6.7351
4587,157.412,3.142,3.169,bbox,51.352,43.704,62.548,40.925,1.8211,6.7411
4588,157.447,3.134,3.142,bbox,51.395,43.704,62.548,40.925,1.8792,6.738
4589,157.481,3.083,3.142,bbox,51.427,43.704,62.548,40.925,1.9182,6.7231
4590,157.515,3.052,3.134,bbox,51.485,43.704,62.548,40.925,1.9745,6.7252
4591,157.55,3.022,3.083,bbox,51.524,43.704,62.548,40.925,2.0482,6.6885
4592,157.584,2.971,3.052,bbox,51.58,43.704,62.548,40.925,2.1029,6.616
4593,157.618,2.62,3.022,pose,51.654,43.704,62.609,40.925,2.1258,6.5266
4594,157.653,2.852,2.971,bbox,51.709,43.704,62.682,40.925,2.1384,6.4778
4595,157.687,2.866,2.866,bbox,51.709,43.704,62.771,40.925,2.1852,6.4606
4596,157.721,2.503,2.852,pose,51.744,43.704,62.812,40.925,2.2335,6.4853
4597,157.756,2.856,2.852,bbox,51.791,43.704,62.812,40.925,2.2732,6.4673
4598,157.79,2.82,2.852,bbox,51.839,43.704,62.812,40.925,2.3337,6.4447
4599,157.824,2.272,2.82,pose,51.879,43.704,62.812,40.925,2.3827,6.4546
4600,157.859,2.72,2.72,bbox,51.939,43.704,62.812,40.925,2.4509,6.4789
4601,157.893,2.684,2.72,bbox,51.988,43.704,62.812,40.925,2.4697,6.4922
4602,157.927,2.143,2.684,pose,52.057,43.704,62.812,40.925,2.4749,6.4984
4603,157.962,2.64,2.64,bbox,52.057,43.704,62.812,40.925,2.4725,6.4813
4604,157.996,2.629,2.64,bbox,52.057,43.704,62.812,40.925,2.4812,6.4582
4605,158.03,2.109,2.629,pose,52.057,43.704,62.812,40.925,2.5131,6.4625
4606,158.065,2.607,2.607,bbox,52.087,43.704,62.812,40.925,2.5365,6.4566
4607,158.099,2.613,2.613,bbox,52.119,43.704,62.812,40.925,2.565,6.4419
4608,158.133,2.183,2.607,pose,52.119,43.704,62.812,40.925,2.5911,6.4406
4609,158.167,2.629,2.607,bbox,52.171,43.704,62.849,40.925,2.627,6.4491
4610,158.202,2.673,2.613,bbox,52.171,43.704,62.849,40.925,2.6554,6.511
4611,158.236,2.227,2.613,pose,52.233,43.704,62.849,40.925,2.6811,6.5
4612,158.27,2.659,2.629,bbox,52.233,43.704,62.849,40.976,2.7032,6.5193
4613,158.305,2.677,2.659,bbox,52.287,43.704,62.849,40.976,2.7049,6.5566
4614,158.339,2.201,2.659,pose,52.287,43.704,62.849,40.976,2.6776,6.5748
4615,158.373,2.677,2.659,bbox,52.287,43.704,62.849,41.018,2.6221,6.542
4616,158.408,2.702,2.677,bbox,52.287,43.704,62.849,41.018,2.5479,6.5159
4617,158.442,2.189,2.677,pose,52.287,43.763,62.849,41.018,2.4918,6.5174
4618,158.476,2.789,2.677,bbox,52.287,43.837,62.849,41.018,2.4624,6.5305
4619,158.511,2.828,2.702,bbox,52.287,43.893,62.849,41.018,2.435,6.544
4620,158.545,2.274,2.702,pose,52.287,43.893,62.849,41.018,2.4233,6.5555
4621,158.579,2.903,2.789,bbox,52.287,43.95,62.849,41.018,2.4173,6.5687
4622,158.614,2.92,2.828,bbox,52.287,43.95,62.849,41.018,2.3981,6.5495
4623,158.648,2.319,2.828,pose,52.287,43.95,62.849,41.018,2.3862,6.5411
4624,158.682,2.906,2.903,bbox,52.287,43.987,62.849,41.018,2.3791,6.5324
4625,158.717,2.902,2.903,bbox,52.287,43.987,62.849,41.018,2.3683,6.5317
4626,158.751,2.268,2.902,pose,52.287,43.987,62.849,41.018,2.3854,6.5722
4627,158.785,2.865,2.865,bbox,52.287,43.987,62.849,41.018,2.3897,6.5762
4628,158.819,2.844,2.865,bbox,52.287,43.987,62.849,41.048,2.387,6.5746
4629,158.854,2.258,2.844,pose,52.287,43.987,62.849,41.048,2.4022,6.5846
4630,158.888,2.874,2.844,bbox,52.287,43.987,62.849,41.048,2.416,6.6343
4631,158.922,2.893,2.865,bbox,52.287,43.987,62.849,41.048,2.4279,6.6376
4632,158.957,2.314,2.844,pose,52.287,43.987,62.849,41.11,2.4324,6.6664
4633,158.991,2.949,2.874,bbox,52.287,43.987,62.849,41.11,2.4413,6.6885
4634,159.025,2.971,2.893,bbox,52.321,43.987,62.849,41.142,2.4549,6.7148
4635,159.06,2.319,2.893,pose,52.321,43.987,62.849,41.142,2.4602,6.7296
4636,159.094,2.963,2.949,bbox,52.321,43.987,62.849,41.191,2.4618,6.7444
4637,159.128,2.948,2.949,bbox,52.321,43.987,62.849,41.191,2.4767,6.7527
4638,159.163,2.282,2.948,pose,52.321,43.987,62.849,41.191,2.4886,6.7658
4639,159.197,2.912,2.912,bbox,52.365,43.987,62.849,41.228,2.4796,6.7655
4640,159.231,2.912,2.912,bbox,52.365,43.987,62.849,41.228,2.4426,6.7624
4641,159.266,2.294,2.912,pose,52.365,43.987,62.849,41.228,2.4336,6.7952
4642,159.3,3.008,2.912,bbox,52.365,44.018,62.849,41.228,2.446,6.8527
4643,159.334,3.035,2.912,bbox,52.365,44.018,62.849,41.271,2.4703,6.8863
4644,159.369,2.412,2.912,pose,52.365,44.018,62.849,41.328,2.5001,6.9157
4645,159.403,3.074,3.008,bbox,52.365,44.018,62.849,41.362,2.5344,6.9224
4646,159.437,3.042,3.035,bbox,52.419,44.018,62.849,41.362,2.5913,6.9019
4647,159.472,2.254,3.035,pose,52.454,44.018,62.849,41.362,2.6095,6.8956
4648,159.506,2.981,2.981,bbox,52.511,44.018,62.849,41.362,2.6309,6.894
4649,159.54,2.915,2.981,bbox,52.511,44.018,62.849,41.362,2.6816,6.9048
4650,159.574,2.124,2.915,pose,52.55,44.018,62.849,41.362,2.7256,6.928
4651,159.609,2.782,2.782,bbox,52.601,44.018,62.849,41.362,2.794,6.9338
4652,159.643,2.698,2.782,bbox,52.645,44.018,62.849,41.404,2.9207,6.9657
4653,159.677,2.148,2.698,pose,52.713,44.018,62.849,41.404,3.0319,7.0205
4654,159.712,2.643,2.643,bbox,52.84,44.018,62.849,41.442,3.1151,7.0566
4655,159.746,2.625,2.643,bbox,52.951,44.018,62.849,41.496,3.1893,7.0828
4656,159.78,2.118,2.625,pose,53.034,44.018,62.849,41.532,3.256,7.1512
4657,159.815,2.695,2.625,bbox,53.109,44.018,62.849,41.532,3.256,7.1965
4658,159.849,2.708,2.643,bbox,53.175,44.018,62.849,41.627,3.2737,7.2038
4659,159.883,1.938,2.625,pose,53.175,44.018,62.849,41.672,3.295,7.2089
4660,159.918,2.708,2.695,bbox,53.175,44.018,62.849,41.672,3.3288,7.254
4661,159.952,2.68,2.695,bbox,53.214,44.018,62.849,41.672,3.349,7.2452
4662,159.986,2.685,2.685,bbox,53.248,44.018,62.849,41.721,3.3711,7.2831
4663,160.021,2.82,2.685,bbox,53.248,44.018,62.849,41.721,3.3863,7.4667
4664,160.055,2.957,2.708,bbox,53.29,44.018,62.849,41.759,3.3995,7.6129
4665,160.089,2.373,2.685,pose,53.29,44.018,62.849,41.909,3.4003,7.6876
4666,160.124,3.04,2.82,bbox,53.29,44.018,62.849,42.055,3.3928,7.7013
4667,160.158,3.032,2.957,bbox,53.29,44.018,62.849,42.13,3.3798,7.8045
4668,160.192,2.526,2.957,pose,53.29,44.018,62.849,42.13,3.3566,7.9404
4669,160.226,3.101,3.032,bbox,53.29,44.018,62.849,42.247,3.3373,7.9795
4670,160.261,3.236,3.04,bbox,53.29,44.018,62.849,42.383,3.3234,8.0341
4671,160.295,2.651,3.032,pose,53.29,44.052,62.849,42.422,3.2993,8.0518
4672,160.329,3.336,3.101,bbox,53.29,44.052,62.849,42.476,3.2719,8.0844
4673,160.364,3.358,3.236,bbox,53.29,44.09,62.849,42.476,3.2707,8.1133
4674,160.398,2.648,3.236,pose,53.29,44.09,62.849,42.527,3.2686,8.1264
4675,160.432,3.32,3.32,bbox,53.29,44.09,62.849,42.527,3.2414,8.1288
4676,160.467,3.245,3.32,bbox,53.29,44.12,62.849,42.527,3.2113,8.1028
4677,160.501,2.507,3.245,pose,53.29,44.12,62.849,42.527,3.208,8.0944
4678,160.535,3.203,3.203,bbox,53.29,44.178,62.849,42.527,3.1858,8.0941
4679,160.57,3.215,3.215,bbox,53.29,44.178,62.849,42.527,3.1491,8.0984
4680,160.604,2.553,3.203,pose,53.29,44.178,62.849,42.527,3.1243,8.1037
4681,160.638,3.237,3.203,bbox,53.29,44.24,62.849,42.527,3.0824,8.1037
4682,160.673,3.259,3.215,bbox,53.29,44.24,62.849,42.527,3.0146,8.0846
4683,160.707,3.3,3.237,bbox,53.29,44.306,62.849,42.527,2.9414,8.0602
4684,160.741,3.357,3.259,bbox,53.29,44.374,62.849,42.527,2.901,8.0352
4685,160.776,3.376,3.3,bbox,53.29,44.447,62.849,42.527,2.8843,8.0233
4686,160.81,2.685,3.3,pose,53.29,44.488,62.898,42.527,2.8831,8.0183
4687,160.844,3.385,3.357,bbox,53.29,44.488,62.898,42.527,2.8845,8.0206
4688,160.879,3.366,3.366,bbox,53.29,44.488,62.898,42.527,2.8868,8.0192
4689,160.913,2.661,3.366,pose,53.29,44.488,62.898,42.527,2.8744,8.0204
4690,160.947,3.322,3.322,bbox,53.29,44.488,62.898,42.527,2.8755,8.0129
4691,160.981,3.26,3.322,bbox,53.29,44.488,62.898,42.527,2.8924,8.02
4692,161.016,2.587,3.26,pose,53.29,44.488,62.898,42.527,2.9035,8.0082
4693,161.05,3.219,3.219,bbox,53.29,44.488,62.898,42.527,2.9231,8.0196
4694,161.084,3.216,3.219,bbox,53.29,44.488,62.898,42.527,2.9465,8.0053
4695,161.119,2.647,3.216,pose,53.29,44.488,62.898,42.527,2.9552,7.9814
4696,161.153,3.22,3.216,bbox,53.336,44.488,62.898,42.527,2.9633,7.9725
4697,161.187,3.212,3.216,bbox,53.336,44.488,62.952,42.527,2.9653,7.9474
4698,161.222,2.657,3.212,pose,53.336,44.488,62.952,42.527,2.9655,7.9505
4699,161.256,3.244,3.212,bbox,53.336,44.488,62.952,42.527,2.9742,7.9601
4700,161.29,3.251,3.22,bbox,53.336,44.488,62.952,42.527,2.9681,7.9594
4701,161.325,2.673,3.212,pose,53.336,44.488,62.983,42.527,2.9465,7.9378
4702,161.359,3.261,3.244,bbox,53.336,44.488,62.983,42.527,2.9405,7.919
4703,161.393,3.264,3.251,bbox,53.336,44.488,62.983,42.527,2.9214,7.8927
4704,161.428,2.634,3.251,pose,53.336,44.488,63.014,42.527,2.9088,7.8963
4705,161.462,3.244,3.244,bbox,53.336,44.488,63.014,42.527,2.9072,7.8748
4706,161.496,3.202,3.244,bbox,53.336,44.488,63.014,42.527,2.9422,7.8354
4707,161.531,2.435,3.202,pose,53.336,44.488,63.058,42.527,2.9703,7.7656
4708,161.565,3.079,3.079,bbox,53.336,44.488,63.098,42.527,2.9959,7.7029
4709,161.599,3.067,3.079,bbox,53.336,44.488,63.167,42.527,2.9943,7.6599
4710,161.633,2.212,3.067,pose,53.375,44.488,63.23,42.527,2.9852,7.6146
4711,161.668,3.034,3.034,bbox,53.375,44.488,63.273,42.527,3.0045,7.5694
4712,161.702,3.04,3.04,bbox,53.375,44.488,63.318,42.527,3.0,7.538
4713,161.736,2.157,3.034,pose,53.375,44.488,63.364,42.527,3.0209,7.5288
4714,161.771,3.003,3.003,bbox,53.375,44.488,63.395,42.527,3.0679,7.5272
4715,161.805,2.962,3.003,bbox,53.41,44.488,63.395,42.527,3.1255,7.5092
4716,161.839,2.033,2.962,pose,53.457,44.488,63.395,42.527,3.1778,7.5009
4717,161.874,2.852,2.852,bbox,53.515,44.488,63.395,42.527,3.215,7.4266
4718,161.908,2.781,2.852,bbox,53.567,44.488,63.432,42.527,3.2098,7.267
4719,161.942,1.985,2.781,pose,53.599,44.488,63.506,42.527,3.2208,7.2432
4720,161.977,2.696,2.696,bbox,53.599,44.488,63.656,42.527,3.2248,7.1959
4721,162.011,2.656,2.696,bbox,53.599,44.488,63.656,42.527,3.2176,7.0931
4722,162.045,1.926,2.656,pose,53.599,44.488,63.727,42.527,3.203,7.0457
4723,162.08,2.595,2.595,bbox,53.599,44.488,63.83,42.527,3.1849,6.9803
4724,162.114,2.57,2.595,bbox,53.599,44.488,63.878,42.527,3.1422,6.9096
4725,162.148,2.007,2.57,pose,53.599,44.488,63.943,42.527,3.106,6.9048
4726,162.183,2.661,2.57,bbox,53.599,44.555,63.986,42.527,3.0073,6.9372
4727,162.217,2.723,2.595,bbox,53.599,44.592,63.986,42.527,2.9259,6.9797
4728,162.251,2.258,2.57,pose,53.599,44.69,63.986,42.527,2.8876,7.0372
4729,162.286,2.848,2.661,bbox,53.599,44.772,63.986,42.569,2.8492,7.1029
4730,162.32,2.949,2.723,bbox,53.599,44.81,63.986,42.627,2.7762,7.1354
4731,162.354,2.377,2.723,pose,53.599,44.848,63.986,42.692,2.6749,7.1774
4732,162.388,3.158,2.848,bbox,53.599,44.921,63.986,42.725,2.6122,7.2267
4733,162.423,3.226,2.949,bbox,53.599,45.023,63.986,42.767,2.571,7.2907
4734,162.457,2.574,2.949,pose,53.599,45.085,63.986,42.816,2.5261,7.3381
4735,162.491,3.375,3.158,bbox,53.599,45.127,63.986,42.88,2.5198,7.3554
4736,162.526,3.426,3.226,bbox,53.599,45.172,63.986,42.916,2.5001,7.3264
4737,162.56,2.509,3.226,pose,53.599,45.172,63.986,42.916,2.486,7.3304
4738,162.594,3.468,3.375,bbox,53.599,45.172,63.986,42.916,2.4784,7.3324
4739,162.629,3.452,3.426,bbox,53.599,45.212,63.986,42.916,2.4597,7.3426
4740,162.663,2.517,3.426,pose,53.599,45.212,63.986,42.916,2.4219,7.3339
4741,162.697,3.417,3.417,bbox,53.599,45.212,63.986,42.916,2.3536,7.3248
4742,162.732,3.379,3.417,bbox,53.599,45.276,63.986,42.916,2.2851,7.2839
4743,162.766,3.313,3.379,bbox,53.599,45.344,63.986,42.916,2.2547,7.191
4744,162.8,3.22,3.313,bbox,53.599,45.413,64.029,42.916,2.2309,7.0316
4745,162.835,3.204,3.313,bbox,53.599,45.443,64.122,42.916,2.2139,6.9942
4746,162.869,2.545,3.22,pose,53.599,45.443,64.272,42.916,2.2086,6.9277
4747,162.903,3.099,3.204,bbox,53.599,45.443,64.309,42.916,2.2296,6.8134
4748,162.938,3.072,3.099,bbox,53.599,45.484,64.375,42.916,2.1966,6.7041
4749,162.972,2.576,3.072,pose,53.599,45.484,64.49,42.916,2.1869,6.6559
4750,163.006,3.048,3.048,bbox,53.599,45.484,64.599,42.916,2.181,6.5986
4751,163.04,3.026,3.048,bbox,53.599,45.484,64.647,42.916,2.2029,6.5413
4752,163.075,2.333,3.026,pose,53.599,45.484,64.705,42.916,2.2043,6.451
4753,163.109,2.966,2.966,bbox,53.599,45.484,64.762,42.916,2.1709,6.3833
4754,163.143,2.975,2.975,bbox,53.599,45.517,64.852,42.916,2.1361,6.3156
4755,163.178,2.156,2.966,pose,53.599,45.517,64.92,42.916,2.0802,6.2408
4756,163.212,2.88,2.88,bbox,53.599,45.562,64.988,42.916,2.063,6.081
4757,163.246,2.866,2.88,bbox,53.599,45.617,65.062,42.916,2.0533,6.0083
4758,163.281,2.016,2.866,pose,53.599,45.617,65.212,42.916,2.0043,5.9045
