frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m
4759,163.315,2.841,2.841,bbox,53.599,45.617,65.285,42.916,1.9495,5.7907
4760,163.349,2.816,2.841,bbox,53.599,45.693,65.389,42.916,1.9023,5.7139
4761,163.384,1.665,2.816,pose,53.599,45.748,65.503,42.916,1.8709,5.584
4762,163.418,2.761,2.761,bbox,53.599,45.795,65.579,42.916,1.8194,5.453
4763,163.452,2.87,2.816,bbox,53.599,45.827,65.709,42.916,1.7837,5.4852
4764,163.487,1.684,2.761,pose,53.599,45.878,65.808,42.916,1.7447,5.2075
4765,163.521,2.716,2.716,bbox,53.599,45.914,65.84,42.916,1.7207,5.1189
4766,163.555,2.7,2.716,bbox,53.599,45.953,65.99,42.916,1.7048,5.0435
4767,163.59,1.777,2.7,pose,53.599,45.953,66.079,42.916,1.6738,4.9828
4768,163.624,2.654,2.654,bbox,53.599,45.993,66.154,42.916,1.6384,4.9243
4769,163.658,2.617,2.654,bbox,53.599,46.024,66.215,42.916,1.5854,4.8414
4770,163.693,2.043,2.617,pose,53.599,46.059,66.274,42.916,1.4928,4.7574
4771,163.727,2.549,2.549,bbox,53.599,46.112,66.356,42.916,1.3995,4.6306
4772,163.761,2.46,2.549,bbox,53.599,46.205,66.44,42.916,1.3716,4.5184
4773,163.795,2.362,2.46,pose,53.599,46.298,66.567,42.916,1.3445,4.4108
4774,163.83,2.329,2.362,bbox,53.599,46.298,66.68,42.916,1.3048,4.3361
4775,163.864,2.32,2.362,bbox,53.599,46.353,66.787,42.916,1.2344,4.2574
4776,163.898,2.292,2.329,pose,53.599,46.393,66.862,42.916,1.1541,4.2335
4777,163.933,2.391,2.329,bbox,53.599,46.463,66.941,42.916,1.074,4.2479
4778,163.967,2.45,2.329,bbox,53.599,46.543,66.941,42.916,1.0241,4.2875
4779,164.001,2.281,2.32,pose,53.599,46.624,66.941,42.916,0.9724,4.329
4780,164.036,2.528,2.391,bbox,53.599,46.673,66.941,42.946,0.9512,4.3481
4781,164.07,2.543,2.45,bbox,53.599,46.725,66.941,42.987,0.9333,4.3635
4782,164.104,2.151,2.45,pose,53.599,46.725,66.941,42.987,0.9113,4.3486
4783,164.139,2.58,2.528,bbox,53.599,46.764,66.941,42.987,0.8966,4.3584
4784,164.173,2.573,2.543,bbox,53.599,46.764,66.941,42.987,0.8629,4.3229
4785,164.207,2.064,2.543,pose,53.599,46.801,66.941,42.987,0.8138,4.2587
4786,164.242,2.57,2.57,bbox,53.599,46.835,66.941,42.987,0.7262,4.1994
4787,164.276,2.573,2.573,bbox,53.599,46.884,67.011,42.987,0.6381,4.1486
4788,164.31,2.571,2.571,bbox,53.599,46.971,67.07,42.987,0.5905,4.1359
4789,164.345,2.608,2.571,bbox,53.599,47.06,67.121,42.987,0.5328,4.1323
4790,164.379,2.636,2.573,bbox,53.599,47.107,67.121,42.987,0.481,4.1379
4791,164.413,2.71,2.608,bbox,53.599,47.165,67.121,42.987,0.4147,4.1314
4792,164.447,2.719,2.636,bbox,53.599,47.217,67.121,42.987,0.377,4.1168
4793,164.482,2.733,2.71,bbox,53.599,47.283,67.121,42.987,0.3479,4.0984
4794,164.516,2.715,2.715,bbox,53.599,47.321,67.153,42.987,0.331,4.0743
4795,164.55,2.706,2.715,bbox,53.599,47.321,67.153,42.987,0.318,4.0364
4796,164.585,2.673,2.715,bbox,53.599,47.367,67.195,42.987,0.3068,3.9792
4797,164.619,2.677,2.706,bbox,53.599,47.367,67.233,42.987,0.3101,3.9825
4798,164.653,2.604,2.677,bbox,53.599,47.367,67.287,42.987,0.313,3.8837
4799,164.688,2.59,2.673,bbox,53.599,47.367,67.287,42.987,0.3193,3.8391
4800,164.722,2.565,2.604,bbox,53.599,47.367,67.386,42.987,0.35,3.8218
4801,164.756,2.55,2.59,bbox,53.599,47.367,67.43,42.987,0.3885,3.838
4802,164.791,2.548,2.565,bbox,53.599,47.367,67.43,42.987,0.4409,3.8593
4803,164.825,2.552,2.552,bbox,53.657,47.367,67.43,42.987,0.5094,3.9203
4804,164.859,2.622,2.552,bbox,53.709,47.367,67.43,42.987,0.5726,4.0014
4805,164.894,2.643,2.552,bbox,53.778,47.367,67.43,43.069,0.6791,4.0841
4806,164.928,2.65,2.622,bbox,53.841,47.367,67.43,43.15,0.8082,4.1748
4807,164.962,2.612,2.622,bbox,53.947,47.367,67.43,43.232,0.985,4.2814
4808,164.997,2.652,2.643,bbox,54.076,47.367,67.43,43.323,1.083,4.3782
4809,165.031,2.664,2.65,bbox,54.226,47.367,67.43,43.43,1.1647,4.4687
4810,165.065,2.67,2.652,bbox,54.324,47.367,67.43,43.527,1.256,4.5626
4811,165.1,,,,54.324,47.367,67.43,43.527,,
4812,165.134,2.722,2.664,bbox,54.406,47.367,67.43,43.617,1.4817,4.8105
4813,165.168,2.5,2.664,bbox,54.497,47.367,67.43,43.711,1.6546,4.9308
4814,165.202,2.7,2.67,bbox,54.647,47.367,67.43,43.861,1.771,5.0413
4815,165.237,1.907,2.67,pose,54.797,47.367,67.43,43.981,1.866,5.1405
4816,165.271,,,,54.797,47.367,67.43,43.981,,
4817,165.305,,,,54.797,47.367,67.43,43.981,,
4818,165.34,,,,54.797,47.367,67.43,43.981,,
4819,165.374,,,,54.797,47.367,67.43,43.981,,
4820,165.408,,,,54.797,47.367,67.43,43.981,,
4821,165.443,3.276,2.7,bbox,54.914,47.367,67.43,44.092,1.8489,5.3792
4822,165.477,3.177,2.7,bbox,54.946,47.367,67.43,44.191,1.803,5.3808
4823,165.511,3.104,3.104,bbox,54.946,47.367,67.43,44.341,1.7779,5.3633
4824,165.546,2.781,3.104,bbox,54.946,47.367,67.43,44.341,1.8012,5.3236
4825,165.58,2.908,3.104,bbox,54.946,47.367,67.43,44.341,1.8139,5.2832
4826,165.614,2.878,2.908,bbox,54.946,47.367,67.47,44.341,1.8274,5.2038
4827,165.649,1.887,2.878,pose,54.946,47.367,67.511,44.341,1.7945,5.1339
4828,165.683,2.756,2.781,bbox,54.946,47.367,67.59,44.341,1.7815,5.0233
4829,165.717,2.647,2.756,bbox,54.946,47.367,67.66,44.341,1.7958,4.9142
4830,165.752,2.568,2.647,bbox,54.946,47.367,67.77,44.341,1.7701,4.7924
4831,165.786,2.452,2.568,bbox,54.946,47.367,67.88,44.341,1.7985,4.7015
4832,165.82,2.338,2.568,bbox,54.946,47.367,68.001,44.341,1.8305,4.6177
4833,165.854,1.831,2.452,pose,54.946,47.367,68.092,44.341,1.9079,4.6043
4834,165.889,2.311,2.338,bbox,54.946,47.367,68.092,44.341,1.9426,4.687
4835,165.923,2.271,2.311,bbox,55.051,47.367,68.092,44.341,2.0333,4.7334
4836,165.957,2.267,2.271,bbox,55.085,47.367,68.092,44.341,2.1145,4.7833
4837,165.992,2.255,2.267,bbox,55.176,47.367,68.092,44.373,2.1767,4.8277
4838,166.026,2.267,2.267,bbox,55.257,47.367,68.092,44.423,2.2242,4.8559
4839,166.06,1.339,2.267,pose,55.32,47.367,68.092,44.423,2.2605,4.8054
4840,166.095,2.11,2.255,bbox,55.367,47.367,68.092,44.423,2.3029,4.7572
4841,166.129,2.066,2.11,bbox,55.367,47.367,68.092,44.423,2.2498,4.6924
4842,166.163,2.247,2.11,pose,55.367,47.367,68.092,44.423,2.2274,4.6401
4843,166.198,1.971,2.066,bbox,55.367,47.367,68.183,44.423,2.2118,4.5865
4844,166.232,1.827,2.066,bbox,55.367,47.367,68.235,44.423,2.2161,4.4277
4845,166.266,1.789,1.971,bbox,55.367,47.367,68.289,44.423,2.2018,4.3643
4846,166.301,1.753,1.827,bbox,55.367,47.367,68.439,44.423,2.1858,4.2859
4847,166.335,1.756,1.789,bbox,55.367,47.367,68.503,44.423,2.1632,4.2304
4848,166.369,1.196,1.756,pose,55.367,47.367,68.581,44.423,2.1948,4.1745
4849,166.404,1.667,1.753,bbox,55.367,47.4,68.636,44.423,2.1906,4.1486
4850,166.438,1.653,1.667,bbox,55.367,47.4,68.692,44.423,2.1721,4.1243
4851,166.472,1.32,1.653,pose,55.367,47.4,68.692,44.423,2.1133,4.1138
4852,166.507,1.649,1.649,bbox,55.367,47.4,68.743,44.423,2.0395,4.1196
4853,166.541,1.71,1.653,bbox,55.367,47.478,68.743,44.423,1.9223,4.1062
4854,166.575,1.722,1.653,bbox,55.367,47.551,68.743,44.423,1.8742,4.0939
4855,166.609,1.794,1.71,bbox,55.367,47.669,68.743,44.423,1.7604,4.055
4856,166.644,1.818,1.722,bbox,55.367,47.717,68.773,44.423,1.7022,4.0241
4857,166.678,1.891,1.794,pose,55.367,47.831,68.812,44.423,1.6986,4.0132
4858,166.712,1.889,1.818,bbox,55.367,47.889,68.843,44.423,1.6656,4.0213
4859,166.747,1.989,1.889,bbox,55.367,47.889,68.843,44.423,1.5814,4.0445
4860,166.781,1.958,1.891,pose,55.367,47.925,68.843,44.423,1.5055,4.0666
4861,166.815,2.198,1.958,bbox,55.367,48.009,68.843,44.423,1.4469,4.0966
4862,166.85,2.284,1.989,bbox,55.367,48.085,68.843,44.465,1.3943,4.1145
4863,166.884,2.235,2.198,pose,55.367,48.144,68.843,44.495,1.3389,4.1261
4864,166.918,2.568,2.235,bbox,55.367,48.197,68.843,44.495,1.175,4.1492
4865,166.953,2.661,2.284,bbox,55.367,48.252,68.843,44.495,1.146,4.1923
4866,166.987,2.488,2.488,pose,55.367,48.402,68.843,44.548,1.1138,4.2259
4867,167.021,2.661,2.568,bbox,55.367,48.402,68.843,44.591,1.0701,4.2433
4868,167.056,2.781,2.661,bbox,55.367,48.463,68.843,44.625,1.0259,4.3158
4869,167.09,2.493,2.661,pose,55.367,48.507,68.843,44.625,1.0111,4.3588
4870,167.124,2.887,2.661,bbox,55.367,48.551,68.843,44.714,0.9979,4.368
4871,167.159,2.856,2.781,bbox,55.367,48.551,68.843,44.714,0.9792,4.3398
4872,167.193,2.439,2.781,pose,55.367,48.551,68.843,44.714,0.9784,4.3275
4873,167.227,2.818,2.818,bbox,55.367,48.593,68.843,44.714,0.9837,4.3259
4874,167.261,2.809,2.818,bbox,55.367,48.593,68.843,44.714,0.9932,4.3174
4875,167.296,2.364,2.809,pose,55.367,48.593,68.843,44.714,0.9983,4.2949
4876,167.33,2.767,2.767,bbox,55.367,48.593,68.843,44.714,1.0239,4.2772
4877,167.364,2.729,2.767,bbox,55.367,48.593,68.843,44.714,1.0603,4.277
4878,167.399,2.773,2.767,bbox,55.407,48.593,68.843,44.714,1.1131,4.2862
4879,167.433,2.674,2.729,bbox,55.444,48.593,68.843,44.714,1.1487,4.3057
4880,167.467,2.608,2.729,bbox,55.497,48.593,68.843,44.714,1.2032,4.3078
4881,167.502,2.044,2.674,pose,55.532,48.593,68.843,44.714,1.2316,4.2946
4882,167.536,2.468,2.608,bbox,55.587,48.593,68.843,44.714,1.269,4.2364
4883,167.57,2.349,2.468,bbox,55.587,48.593,68.843,44.714,1.2974,4.1612
4884,167.605,2.256,2.349,bbox,55.652,48.593,68.922,44.714,1.3325,4.0866
4885,167.639,2.191,2.256,bbox,55.652,48.593,68.997,44.714,1.3826,4.0408
4886,167.673,2.142,2.256,bbox,55.716,48.593,69.072,44.714,1.4201,3.9942
4887,167.708,2.066,2.191,bbox,55.766,48.593,69.118,44.714,1.43,3.92
4888,167.742,2.027,2.142,bbox,55.803,48.593,69.164,44.714,1.4318,3.8671
4889,167.776,2.009,2.066,bbox,55.803,48.593,69.239,44.714,1.4262,3.8171
4890,167.811,1.558,2.027,pose,55.803,48.593,69.291,44.714,1.4251,3.8101
4891,167.845,1.96,2.009,bbox,55.803,48.593,69.341,44.714,1.4271,3.7372
4892,167.879,1.966,1.966,bbox,55.803,48.593,69.341,44.714,1.4149,3.6927
4893,167.914,1.258,1.96,pose,55.803,48.593,69.421,44.714,1.3915,3.641
4894,167.948,1.973,1.96,bbox,55.803,48.593,69.466,44.714,1.3657,3.5897
4895,167.982,1.973,1.966,bbox,55.803,48.593,69.518,44.714,1.3318,3.5403
4896,168.016,1.751,1.966,pose,55.803,48.648,69.569,44.714,1.3119,3.5181
4897,168.051,1.95,1.95,bbox,55.803,48.682,69.618,44.714,1.2826,3.4198
4898,168.085,1.926,1.95,bbox,55.803,48.682,69.618,44.714,1.2417,3.34
4899,168.119,1.003,1.926,pose,55.803,48.731,69.739,44.714,1.2357,3.285
4900,168.154,1.869,1.869,bbox,55.803,48.772,69.819,44.714,1.2331,3.245
4901,168.188,1.95,1.926,bbox,55.803,48.772,69.874,44.714,1.1642,3.2491
4902,168.222,1.051,1.869,pose,55.803,48.772,69.909,44.714,1.1992,3.191
4903,168.257,1.836,1.836,bbox,55.803,48.772,69.909,44.714,1.239,3.2319
4904,168.291,1.754,1.836,bbox,55.803,48.772,69.909,44.714,1.2718,3.1749
4905,168.325,1.797,1.797,bbox,55.803,48.772,69.94,44.714,1.3693,3.2187
4906,168.36,1.64,1.754,bbox,55.833,48.772,69.94,44.714,1.4808,3.2616
4907,168.394,1.666,1.754,bbox,55.931,48.772,69.94,44.714,1.4993,3.3198
4908,168.428,1.106,1.666,pose,56.042,48.772,69.94,44.757,1.5161,3.3063
4909,168.463,1.688,1.666,bbox,56.042,48.772,69.94,44.802,1.5049,3.3211
4910,168.497,1.711,1.666,bbox,56.042,48.772,69.94,44.802,1.4972,3.3308
4911,168.531,1.098,1.666,pose,56.042,48.772,69.94,44.802,1.5116,3.3219
4912,168.566,1.7,1.688,bbox,56.073,48.772,69.94,44.802,1.5197,3.3101
4913,168.6,1.682,1.688,bbox,56.073,48.772,69.94,44.802,1.5329,3.2972
4914,168.634,1.107,1.682,pose,56.073,48.772,69.94,44.802,1.521,3.2772
4915,168.668,1.664,1.664,bbox,56.073,48.772,69.94,44.802,1.4997,3.2623
4916,168.703,1.67,1.67,bbox,56.073,48.772,69.94,44.802,1.4701,3.2653
4917,168.737,1.104,1.664,pose,56.073,48.772,69.94,44.802,1.4282,3.2884
4918,168.771,1.785,1.664,bbox,56.073,48.813,69.94,44.802,1.3856,3.3026
4919,168.806,1.832,1.67,bbox,56.073,48.855,69.94,44.802,1.3531,3.3133
4920,168.84,1.153,1.67,pose,56.073,48.898,69.94,44.802,1.3256,3.3259
4921,168.874,1.899,1.785,bbox,56.073,48.93,69.94,44.802,1.3249,3.3475
4922,168.909,1.931,1.832,bbox,56.073,48.93,69.94,44.802,1.3309,3.3926
4923,168.943,1.392,1.832,pose,56.073,48.93,69.94,44.843,1.3454,3.4078
4924,168.977,1.954,1.899,bbox,56.073,48.93,69.94,44.888,1.3371,3.4063
4925,169.012,1.956,1.931,bbox,56.073,48.93,69.94,44.888,1.3176,3.3883
4926,169.046,1.671,1.931,pose,56.073,48.93,69.94,44.888,1.3163,3.3665
4927,169.08,1.93,1.93,bbox,56.073,48.966,69.94,44.888,1.312,3.3878
4928,169.115,1.941,1.941,bbox,56.073,48.966,69.94,44.888,1.2975,3.3964
4929,169.149,1.733,1.93,pose,56.073,48.966,69.94,44.888,1.2492,3.3941
4930,169.183,2.001,1.93,bbox,56.073,48.966,69.94,44.888,1.1972,3.3723
4931,169.218,2.001,1.941,bbox,56.073,49.034,69.94,44.888,1.1588,3.3578
4932,169.252,1.718,1.941,pose,56.073,49.086,69.94,44.888,1.1428,3.3352
4933,169.286,1.986,1.986,bbox,56.073,49.125,69.975,44.888,1.1516,3.3303
4934,169.321,1.963,1.986,bbox,56.073,49.125,69.975,44.888,1.1668,3.319
4935,169.355,1.753,1.963,pose,56.073,49.125,69.975,44.888,1.1697,3.304
4936,169.389,1.896,1.896,bbox,56.073,49.125,70.013,44.888,1.1995,3.2768
4937,169.423,1.863,1.896,bbox,56.073,49.125,70.013,44.888,1.2476,3.271
4938,169.458,1.88,1.88,pose,56.114,49.125,70.056,44.888,1.2815,3.2667
4939,169.492,1.841,1.863,bbox,56.162,49.125,70.056,44.888,1.3227,3.3126
4940,169.526,1.778,1.863,bbox,56.196,49.125,70.056,44.888,1.4004,3.3321
4941,169.561,1.704,1.841,bbox,56.237,49.125,70.056,44.924,1.5168,3.3836
4942,169.595,1.599,1.778,bbox,56.315,49.125,70.056,44.924,1.6226,3.4077
4943,169.629,1.556,1.704,bbox,56.431,49.125,70.056,44.995,1.6869,3.4492
4944,169.664,1.512,1.599,bbox,56.537,49.125,70.056,44.995,1.7578,3.4831
4945,169.698,1.488,1.556,bbox,56.602,49.125,70.056,45.061,1.8078,3.526
4946,169.732,1.492,1.512,bbox,56.672,49.125,70.056,45.095,1.8678,3.5898
4947,169.767,1.314,1.492,pose,56.722,49.125,70.056,45.138,1.9127,3.7186
4948,169.801,1.471,1.488,bbox,56.782,49.125,70.056,45.201,1.996,3.6857
4949,169.835,1.467,1.471,bbox,56.827,49.125,70.056,45.297,2.1014,3.8343
4950,169.87,1.589,1.471,bbox,56.911,49.125,70.056,45.33,2.1706,4.0692
4951,169.904,1.539,1.471,bbox,57.016,49.125,70.056,45.446,2.2205,4.0939
4952,169.938,1.393,1.471,bbox,57.085,49.125,70.056,45.596,2.2542,4.0164
4953,169.973,1.363,1.467,bbox,57.135,49.125,70.056,45.647,2.2931,4.0675
4954,170.007,1.446,1.446,bbox,57.169,49.125,70.056,45.647,2.3231,4.161
4955,170.041,1.24,1.393,bbox,57.208,49.125,70.056,45.647,2.5589,4.1737
4956,170.075,1.144,1.363,bbox,57.238,49.125,70.056,45.741,2.6673,4.1872
4957,170.11,1.062,1.24,bbox,57.388,49.125,70.056,45.741,2.8245,4.1993
4958,170.144,1.145,1.145,bbox,57.496,49.125,70.056,45.741,2.795,4.1949
4959,170.178,1.196,1.145,bbox,57.624,49.125,70.056,45.774,2.8141,4.2497
4960,170.213,1.302,1.145,bbox,57.624,49.125,70.056,45.774,2.7982,4.365
4961,170.247,1.488,1.196,bbox,57.624,49.125,70.056,45.829,2.8016,4.6063
4962,170.281,1.35,1.302,bbox,57.624,49.125,70.056,45.945,2.7793,4.4225
4963,170.316,1.451,1.35,bbox,57.624,49.125,70.056,46.002,2.7652,4.4913
4964,170.35,1.634,1.451,bbox,57.624,49.125,70.056,46.071,2.7382,4.6123
4965,170.384,1.671,1.488,bbox,57.624,49.125,70.056,46.186,2.7381,4.6916
4966,170.419,1.62,1.62,bbox,57.624,49.125,70.056,46.186,2.9291,4.8339
4967,170.453,2.0,1.634,bbox,57.624,49.125,70.056,46.271,2.9546,5.2241
4968,170.487,2.455,1.671,bbox,57.624,49.173,70.056,46.413,2.7469,5.4192
4969,170.522,2.595,2.0,bbox,57.624,49.173,70.056,46.563,2.7701,5.5115
4970,170.556,2.581,2.455,bbox,57.797,49.173,70.056,46.713,2.9392,5.6668
4971,170.59,2.542,2.542,pose,57.797,49.173,70.056,46.806,2.991,5.7894
4972,170.625,2.737,2.581,bbox,57.797,49.173,70.056,46.956,3.0048,5.8499
4973,170.659,2.75,2.595,bbox,57.837,49.173,70.056,47.078,2.9686,5.8423
4974,170.693,2.781,2.737,bbox,57.837,49.173,70.056,47.131,2.9642,5.8765
4975,170.728,2.802,2.75,bbox,57.837,49.173,70.056,47.131,2.9325,5.9026
4976,170.762,2.693,2.75,bbox,57.837,49.173,70.056,47.165,3.0488,5.9141
4977,170.796,2.293,2.75,pose,57.837,49.173,70.056,47.165,2.9415,5.9326
4978,170.83,2.731,2.731,bbox,57.837,49.173,70.056,47.203,2.9361,5.9329
4979,170.865,2.669,2.693,bbox,57.837,49.173,70.056,47.203,2.9634,5.9361
4980,170.899,1.915,2.669,pose,57.837,49.173,70.056,47.203,2.9637,5.9365
4981,170.933,2.585,2.585,bbox,57.837,49.173,70.056,47.203,2.9662,5.9291
4982,170.968,2.581,2.585,bbox,57.837,49.173,70.056,47.203,2.9522,5.9193
4983,171.002,1.752,2.581,pose,57.837,49.173,70.056,47.203,2.9335,5.9307
4984,171.036,2.47,2.47,bbox,57.837,49.173,70.056,47.203,2.9685,5.9254
4985,171.071,2.358,2.47,bbox,57.837,49.173,70.056,47.203,3.0064,5.9245
4986,171.105,1.614,2.358,pose,57.837,49.173,70.056,47.203,3.0043,5.87
4987,171.139,2.2,2.2,bbox,57.871,49.173,70.056,47.203,3.0031,5.7738
4988,171.174,2.196,2.2,bbox,57.871,49.173,70.1,47.203,2.973,5.7219
4989,171.208,1.559,2.196,pose,57.871,49.173,70.196,47.203,2.972,5.7082
4990,171.242,1.969,1.969,bbox,57.871,49.203,70.248,47.203,2.9475,5.4059
4991,171.277,1.918,1.969,bbox,57.871,49.203,70.248,47.203,2.909,5.3114
4992,171.311,1.553,1.918,pose,57.871,49.203,70.411,47.203,2.8774,5.2268
4993,171.345,1.781,1.781,bbox,57.871,49.267,70.506,47.203,2.8589,5.1455
4994,171.38,1.709,1.781,bbox,57.871,49.298,70.591,47.203,2.8559,5.0339
4995,171.414,1.545,1.709,pose,57.871,49.298,70.672,47.203,2.8769,4.9433
4996,171.448,1.548,1.553,bbox,57.871,49.298,70.783,47.203,2.9152,4.8579
4997,171.482,1.481,1.548,bbox,57.871,49.298,70.874,47.203,2.9643,4.7859
4998,171.517,1.813,1.548,pose,57.909,49.298,70.959,47.203,3.0073,4.718
4999,171.551,1.315,1.545,bbox,57.958,49.298,71.031,47.203,3.0679,4.6459
5000,171.585,1.234,1.481,bbox,58.001,49.298,71.099,47.203,3.1254,4.5794
5001,171.62,1.168,1.315,pose,58.061,49.298,71.171,47.203,3.178,4.566
5002,171.654,1.101,1.234,bbox,58.119,49.298,71.238,47.203,3.2115,4.5708
5003,171.688,1.111,1.168,bbox,58.172,49.298,71.238,47.203,3.1955,4.5595
5004,171.723,1.002,1.111,pose,58.172,49.298,71.238,47.203,3.2126,4.5718
5005,171.757,1.105,1.105,bbox,58.205,49.298,71.238,47.203,3.2417,4.5918
5006,171.791,1.107,1.105,bbox,58.205,49.298,71.238,47.203,3.2597,4.6187
5007,171.826,0.968,1.105,pose,58.235,49.298,71.238,47.203,3.2716,4.6306
5008,171.86,1.081,1.081,bbox,58.235,49.298,71.238,47.242,3.2836,4.6442
5009,171.894,1.075,1.081,bbox,58.235,49.298,71.238,47.242,3.2916,4.6625
5010,171.929,0.943,1.075,pose,58.277,49.298,71.238,47.242,3.2961,4.6554
5011,171.963,1.055,1.055,bbox,58.277,49.298,71.238,47.273,3.2824,4.6492
5012,171.997,1.081,1.075,bbox,58.277,49.298,71.238,47.273,3.253,4.6557
5013,172.032,0.994,1.055,pose,58.277,49.298,71.238,47.273,3.236,4.6437
5014,172.066,1.082,1.055,bbox,58.277,49.329,71.238,47.273,3.1995,4.6138
5015,172.1,1.093,1.081,bbox,58.277,49.329,71.238,47.273,3.1636,4.6039
5016,172.135,1.052,1.081,pose,58.277,49.382,71.273,47.273,3.1458,4.6133
5017,172.169,1.135,1.082,bbox,58.277,49.418,71.273,47.273,3.1054,4.6174
5018,172.203,1.136,1.093,bbox,58.277,49.418,71.273,47.273,3.1037,4.621
5019,172.237,1.049,1.093,pose,58.277,49.459,71.273,47.273,3.1232,4.6188
5020,172.272,1.094,1.094,bbox,58.277,49.459,71.273,47.273,3.139,4.6071
5021,172.306,1.077,1.094,bbox,58.277,49.459,71.273,47.273,3.1559,4.6046
5022,172.34,1.496,1.094,pose,58.277,49.459,71.273,47.273,3.1538,4.5934
5023,172.375,1.058,1.077,bbox,58.277,49.459,71.273,47.273,3.1444,4.5769
5024,172.409,1.037,1.077,bbox,58.308,49.459,71.273,47.273,3.154,4.5689
5025,172.443,1.078,1.077,pose,58.308,49.459,71.31,47.273,3.1641,4.569
5026,172.478,1.03,1.058,bbox,58.308,49.459,71.31,47.273,3.1638,4.5624
5027,172.512,1.034,1.037,bbox,58.308,49.459,71.31,47.273,3.1682,4.5692
5028,172.546,1.008,1.034,pose,58.308,49.459,71.31,47.273,3.1799,4.588
5029,172.581,1.048,1.034,bbox,58.308,49.459,71.31,47.273,3.1865,4.6038
5030,172.615,1.068,1.034,bbox,58.308,49.459,71.31,47.273,3.198,4.639
5031,172.649,1.004,1.034,pose,58.341,49.459,71.31,47.273,3.1965,4.6872
5032,172.684,1.142,1.048,bbox,58.341,49.459,71.31,47.335,3.2013,4.7437
5033,172.718,1.232,1.068,bbox,58.341,49.459,71.31,47.383,3.2208,4.8775
5034,172.752,,,,58.341,49.459,71.31,47.383,,
5035,172.787,,,,58.341,49.459,71.31,47.383,,
5036,172.821,,,,58.341,49.459,71.31,47.383,,
5037,172.855,4.376,1.142,bbox,58.341,49.459,71.31,47.44,0.7925,7.8515
5038,172.889,4.429,1.232,bbox,58.341,49.459,71.31,47.573,0.7389,7.8435
5039,172.924,4.415,4.376,bbox,58.341,49.599,71.31,47.723,0.7035,7.787
5040,172.958,4.208,4.376,pose,58.341,49.652,71.31,47.723,0.6593,7.7639
5041,172.992,4.414,4.414,bbox,58.341,49.688,71.31,47.723,0.6389,7.7318
5042,173.027,4.414,4.414,bbox,58.341,49.732,71.31,47.723,0.6339,7.7222
5043,173.061,4.287,4.414,pose,58.341,49.732,71.365,47.723,0.6205,7.6918
5044,173.095,4.456,4.414,bbox,58.341,49.732,71.365,47.723,0.6022,7.6561
5045,173.13,4.441,4.414,bbox,58.341,49.771,71.405,47.723,0.6031,7.6479
5046,173.164,4.33,4.414,pose,58.341,49.771,71.441,47.723,0.5808,7.6254
5047,173.198,4.418,4.418,bbox,58.341,49.771,71.441,47.723,0.5738,7.6036
5048,173.233,4.437,4.437,bbox,58.341,49.81,71.472,47.723,0.5562,7.5978
5049,173.267,4.237,4.418,pose,58.341,49.81,71.472,47.723,0.5538,7.6063
5050,173.301,4.494,4.418,bbox,58.341,49.81,71.472,47.723,0.5099,7.6126
5051,173.336,4.475,4.437,bbox,58.341,49.81,71.472,47.723,0.5068,7.6252
5052,173.37,4.199,4.437,pose,58.341,49.881,71.472,47.723,0.5011,7.6419
5053,173.404,4.451,4.451,bbox,58.341,49.881,71.472,47.723,0.4838,7.6148
5054,173.439,4.439,4.451,bbox,58.341,49.881,71.472,47.723,0.4788,7.5988
5055,173.473,4.153,4.439,pose,58.341,49.881,71.472,47.723,0.5005,7.5975
5056,173.507,4.416,4.416,bbox,58.341,49.881,71.472,47.723,0.5281,7.607
5057,173.542,4.406,4.416,bbox,58.341,49.881,71.472,47.723,0.5409,7.6184
5058,173.576,4.146,4.406,pose,58.341,49.881,71.472,47.723,0.5491,7.6452
5059,173.61,4.396,4.396,bbox,58.371,49.881,71.472,47.723,0.561,7.6615
5060,173.644,4.412,4.406,bbox,58.371,49.881,71.472,47.723,0.5519,7.6873
5061,173.679,4.138,4.396,pose,58.371,49.881,71.472,47.759,0.5527,7.6837
5062,173.713,4.443,4.396,bbox,58.371,49.881,71.472,47.759,0.5539,7.698
5063,173.747,4.43,4.412,bbox,58.371,49.881,71.472,47.759,0.5515,7.6821
5064,173.782,4.215,4.412,pose,58.371,49.881,71.472,47.759,0.5586,7.6938
5065,173.816,4.458,4.43,bbox,58.371,49.881,71.472,47.792,0.57,7.707
5066,173.85,4.452,4.443,bbox,58.371,49.881,71.472,47.792,0.5807,7.7071
5067,173.885,4.193,4.43,pose,58.371,49.881,71.472,47.792,0.5785,7.7027
5068,173.919,4.459,4.452,bbox,58.406,49.881,71.472,47.792,0.5757,7.6995
5069,173.953,4.478,4.458,bbox,58.406,49.881,71.472,47.792,0.5541,7.7111
5070,173.988,4.169,4.452,pose,58.406,49.881,71.472,47.792,0.5418,7.7133
5071,174.022,4.484,4.459,bbox,58.406,49.881,71.472,47.792,0.5396,7.7113
5072,174.056,4.477,4.477,bbox,58.406,49.881,71.472,47.792,0.5481,7.7224
5073,174.091,4.084,4.477,pose,58.406,49.881,71.472,47.792,0.5578,7.7439
