frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
237,7.9,3.636,3.621,bbox,1.283,1.163,0.93,1.62,3.756,7.122,0.3079,,0.5811,
238,7.933,3.614,3.621,bbox,1.283,1.163,0.93,1.62,3.7549,7.1008,,,,
239,7.967,3.59,3.621,bbox,1.283,1.163,0.93,1.667,3.7545,7.0666,,,,
240,8.0,3.556,3.614,bbox,1.283,1.163,0.93,1.667,3.7598,7.0363,0.0082,,0.6184,
241,8.033,3.477,3.59,bbox,1.283,1.163,0.93,1.723,3.7626,6.9862,,,,
242,8.067,3.413,3.556,bbox,1.283,1.163,0.93,1.753,3.7736,6.9846,,,,
243,8.1,3.029,3.477,pose,1.283,1.163,0.93,1.803,3.7877,6.9715,0.3355,0.7997,0.6722,0.4747
244,8.133,3.304,3.413,bbox,1.283,1.163,0.93,1.803,3.8047,6.9602,,,,
245,8.167,3.268,3.304,bbox,1.283,1.163,0.93,1.803,3.8043,6.9418,,,,
246,8.2,3.208,3.268,pose,1.283,1.163,0.93,1.803,3.8109,6.8771,0.535,0.2671,0.677,0.401
247,8.233,3.132,3.208,bbox,1.283,1.193,0.93,1.848,3.8279,6.8459,,,,
248,8.267,3.155,3.208,bbox,1.283,1.193,0.93,1.912,3.8401,6.834,,,,
249,8.3,2.774,3.155,pose,1.283,1.193,0.93,1.944,3.8536,6.824,0.8479,0.1038,0.5041,0.4306
250,8.333,3.165,3.155,bbox,1.283,1.228,0.93,1.944,3.9142,6.8295,,,,
251,8.367,3.181,3.155,bbox,1.283,1.228,0.93,1.944,3.9185,6.8344,,,,
252,8.4,3.184,3.165,bbox,1.283,1.303,0.93,1.944,3.9201,6.8488,,0.3124,,0.4332
253,8.433,3.171,3.171,bbox,1.283,1.303,0.93,1.944,3.922,6.869,,,,
254,8.467,3.128,3.171,bbox,1.283,1.303,0.93,1.944,3.9368,6.8877,,,,
255,8.5,3.072,3.171,bbox,1.283,1.303,0.93,1.944,3.9586,6.8869,0.7494,,0.6102,
256,8.533,2.993,3.128,bbox,1.283,1.303,0.93,1.944,3.9672,6.8332,,,,
257,8.567,2.933,3.072,bbox,1.283,1.347,0.93,1.944,3.9791,6.8063,,,,
258,8.6,2.556,2.993,pose,1.283,1.347,0.93,1.944,3.9926,6.8511,0.7711,0.0286,0.5961,0.2488
259,8.633,2.964,2.964,bbox,1.283,1.347,0.93,1.944,4.01,6.8363,,,,
260,8.667,2.968,2.964,bbox,1.283,1.381,0.93,1.944,4.0183,6.8318,,,,
261,8.7,4.316,2.964,pose,1.283,1.381,0.93,1.944,4.0221,6.8312,0.8919,0.0272,0.5855,0.4053
262,8.733,2.952,2.964,bbox,1.283,1.381,0.93,1.944,4.0294,6.8155,,,,
263,8.767,3.011,2.968,bbox,1.283,1.381,0.93,1.944,4.0309,6.866,,,,
264,8.8,2.901,2.968,bbox,1.283,1.418,0.93,1.944,4.0373,6.7735,0.9013,,0.5588,
265,8.833,2.99,2.99,bbox,1.283,1.418,0.93,1.944,4.0374,6.8635,,,,
266,8.867,2.981,2.981,bbox,1.283,1.418,0.93,1.944,4.0425,6.8681,,,,
267,8.9,2.934,2.981,bbox,1.283,1.418,0.93,1.944,4.0394,6.8383,0.681,,0.6127,
268,8.933,2.903,2.934,bbox,1.283,1.418,0.93,1.944,4.0403,6.8132,,,,
269,8.967,2.883,2.934,bbox,1.283,1.418,0.93,1.944,4.0544,6.7888,,,,
270,9.0,3.598,2.934,pose,1.283,1.418,0.93,1.976,4.0734,6.7458,0.7502,0.2837,0.6684,0.1938
271,9.033,2.788,2.903,bbox,1.283,1.418,0.93,1.976,4.0739,6.7056,,,,
272,9.067,2.781,2.883,bbox,1.283,1.459,0.93,2.044,4.0704,6.6894,,,,
273,9.1,2.778,2.788,bbox,1.283,1.459,0.93,2.084,4.0744,6.6946,0.7406,,0.6297,
274,9.133,2.764,2.781,bbox,1.283,1.459,0.93,2.084,4.0655,6.6774,,,,
275,9.167,2.733,2.778,bbox,1.283,1.459,0.93,2.084,4.0545,6.6598,,,,
276,9.2,2.723,2.764,bbox,1.283,1.459,0.93,2.084,4.0575,6.6655,0.622,,0.6294,
277,9.233,2.71,2.733,bbox,1.283,1.459,0.93,2.124,4.0517,6.6516,,,,
278,9.267,2.733,2.733,bbox,1.283,1.459,0.93,2.124,4.0374,6.6438,,,,
279,9.3,2.786,2.733,bbox,1.283,1.459,0.93,2.124,3.9927,6.6323,0.7564,,0.6693,
280,9.333,2.812,2.733,bbox,1.316,1.459,0.93,2.124,3.9637,6.6187,,,,
281,9.367,2.829,2.786,bbox,1.361,1.459,0.93,2.157,3.9467,6.6146,,,,
282,9.4,2.515,2.786,pose,1.361,1.459,0.93,2.157,3.913,6.6208,0.6229,0.6661,0.7049,0.6572
283,9.433,2.922,2.812,bbox,1.407,1.459,0.93,2.157,3.893,6.6505,,,,
284,9.467,2.976,2.829,bbox,1.44,1.459,0.93,2.157,3.868,6.6812,,,,
285,9.5,3.038,2.922,bbox,1.44,1.459,0.93,2.157,3.8289,6.7146,0.7994,,0.6026,
286,9.533,3.091,2.976,bbox,1.485,1.459,0.979,2.157,3.8171,6.7413,,,,
287,9.567,3.159,3.038,bbox,1.524,1.459,1.012,2.157,3.8109,6.7807,,,,
288,9.6,3.156,3.091,bbox,1.524,1.459,1.012,2.157,3.8036,6.7884,0.8243,,0.6021,
289,9.633,3.172,3.156,bbox,1.524,1.459,1.079,2.157,3.7975,6.7953,,,,
